(131, 0.26469009334461713)
(132, 0.2655237529841225)
(133, 0.26594374060554)
(134, 0.2666489829773438)
(135, 0.26735948835192225)
(136, 0.2679321030538047)
(137, 0.2680763093298303)
(138, 0.2693836392190546)
(139, 0.26996888512759626)
(140, 0.2708530695937383)
(141, 0.2714467363067194)
(142, 0.2723435519795206)
(143, 0.2732466832556514)
(144, 0.27430770461502185)
(145, 0.2746129587759518)
(146, 0.2750739978190116)
(147, 0.27569292694531106)
(148, 0.2760044967095706)
(149, 0.27710235908836367)
(150, 0.27804969958780157)
(151, 0.27852652763918534)
(152, 0.2793265040609329)
(153, 0.27997069560055066)
(154, 0.2807811980278475)
(155, 0.28094435111386185)
(156, 0.2825864079795542)
(157, 0.28440424913792006)
(158, 0.28506949268863646)
(159, 0.2864084005945087)
(160, 0.2872504810384535)
(161, 0.2877588871064852)
(162, 0.287929408396384)
(163, 0.288615703958199)
(164, 0.2889609569402164)
(165, 0.2894819942149072)
(166, 0.2900061892912629)
(168, 0.29106721065063335)
(169, 0.29160087913198335)
(170, 0.29231664750933645)
(171, 0.29285663159401604)
(172, 0.2932187261849123)
(173, 0.29376502587292147)
(174, 0.2941313308660375)
(175, 0.2948681512544892)
(176, 0.2952386666498249)
(177, 0.29617021814093886)
(178, 0.2969196697360497)
(179, 0.29767333173338034)
(180, 0.29862067223281824)
(181, 0.2995732757350308)
(183, 0.3003437793412403)
(184, 0.30169952885599144)
(185, 0.3024784532666404)
(186, 0.30267423696985757)
(187, 0.30326474588117386)
(189, 0.30386157039581974)
(190, 0.3042615586066935)
(191, 0.30546783884264445)
(192, 0.3064783353753782)
(193, 0.3068846391895816)
(195, 0.3079109247306393)
(196, 0.30832354414817226)
(197, 0.3091529933854579)
(198, 0.30956982320521054)
(199, 0.3106171607573669)
(200, 0.3112487210903255)
(201, 0.3118834392249489)
(202, 0.312308689849141)
(204, 0.31316761190196474)
(205, 0.3138149612432473)
(206, 0.3142486326718789)
(207, 0.31468440930162034)
(208, 0.31512229113247164)
(209, 0.3153422846484522)
(210, 0.31622646911459423)
(211, 0.317114863982956)
(212, 0.3173380153006014)
(213, 0.31845903489160293)
(214, 0.31868429141035814)
(215, 0.31936321876828866)
(216, 0.3207273890874793)
(217, 0.3209558034078993)
(218, 0.32141473724984926)
(219, 0.32210629581443895)
(221, 0.3228041699823582)
(223, 0.3242125495248559)
(224, 0.32444833204916046)
(225, 0.3249220022988794)
(226, 0.32539777774970824)
(227, 0.3261145987276163)
(228, 0.32707457043371335)
(230, 0.32780086481661574)
(231, 0.32804401554480483)
(232, 0.3287766255310368)
(233, 0.33024816110683036)
(236, 0.3304965748377941)
(237, 0.3307460411693128)
(238, 0.33224915476175426)
(239, 0.33250072629438276)
(240, 0.33300597456074965)
(241, 0.33325965129448804)
(242, 0.33376910996307463)
(243, 0.33402489189792284)
(244, 0.334281726433326)
(245, 0.33505538784120026)
(246, 0.3353143275777133)
(247, 0.33557431991478126)
(248, 0.33635745472764994)
(250, 0.33688375500511547)
(251, 0.3374121604836908)
(252, 0.33794267116337606)
(253, 0.3382089791037736)
(254, 0.33874370018567856)
(255, 0.3398173527517082)
(257, 0.3400878710943255)
(259, 0.341178365269234)
(260, 0.3417257175577981)
(263, 0.342002551503745)
(264, 0.34228043805024677)
(265, 0.3428383163443602)
(266, 0.34311830809197186)
(267, 0.34368039678830503)
(268, 0.34424459068574803)
(270, 0.3450971971352422)
(271, 0.3459529613864011)
(272, 0.347098190790166)
(273, 0.3479602706446545)
(275, 0.34853920094986657)
(279, 0.3488328765046923)
(280, 0.35001178912621506)
(281, 0.35030756988215067)
(283, 0.3512012277532871)
(285, 0.3521012012277531)
(286, 0.3524022449864634)
(287, 0.3527043413457286)
(288, 0.3533106392653689)
(289, 0.35361484082574396)
(290, 0.35422534914760395)
(291, 0.35453165590908886)
(292, 0.3554537339952084)
(293, 0.356070557920398)
(296, 0.35669369744891716)
(300, 0.35764103794835506)
(302, 0.3579589233159442)
(303, 0.35859679925223237)
(304, 0.3589167898209314)
(305, 0.3595588761594393)
(306, 0.3602030676990571)
(307, 0.3605262160694209)
(308, 0.3614988189821772)
(310, 0.3618251251542058)
(311, 0.36280720147195644)
(312, 0.36313561284509493)
(313, 0.36346507681878837)
(314, 0.3637955933930367)
(315, 0.36412716256783995)
(316, 0.36445978434319815)
(318, 0.36546396527260233)
(319, 0.3668070835806943)
(320, 0.3671439157582722)
(321, 0.36748180053640506)
(323, 0.3678217905156478)
(324, 0.36884491825504073)
(326, 0.3695312138168558)
(327, 0.3698754141983182)
(328, 0.37091117314437033)
(329, 0.37125747872694265)
(330, 0.3716048369100699)
(331, 0.37195324769375204)
(332, 0.3723027110779891)
(335, 0.37300795344979293)
(337, 0.37336267983680466)
(338, 0.3737184588243713)
(339, 0.37407529041249293)
(340, 0.3744331746011695)
(341, 0.3751510481796324)
(343, 0.3762341741506564)
(344, 0.37659626874155266)
(346, 0.37732466832556494)
(347, 0.37805517311068704)
(349, 0.3795246034853707)
(350, 0.37989301367959655)
(351, 0.38026247647437733)
(352, 0.38063299186971306)
(353, 0.3810045598656037)
(358, 0.38175822186293434)
(359, 0.3821361054621546)
(360, 0.38251504166192973)
(362, 0.38289608306281475)
(363, 0.3832781770642547)
(364, 0.3836613236662496)
(365, 0.38404552286879945)
(366, 0.3859717818843232)
(368, 0.3863591388885378)
(373, 0.3875369989095056)
(374, 0.388324344124594)
(376, 0.38911589974190214)
(380, 0.3903158643745235)
(383, 0.3907190103870621)
(386, 0.39112531420126545)
(387, 0.39153267061602376)
(390, 0.39235369904886996)
(391, 0.393176832682826)
(394, 0.3940062819201116)
(395, 0.3944220591393094)
(396, 0.39483888895906205)
(397, 0.39525677137936965)
(400, 0.3956778116013421)
(403, 0.39610200962497927)
(404, 0.3965272602491714)
(408, 0.39738618230199513)
(409, 0.3982472095559287)
(410, 0.3986787757834504)
(412, 0.399112447212082)
(413, 0.399981895270455)
(414, 0.40041767190019645)
(415, 0.4008545011304928)
(416, 0.4012923829613441)
(417, 0.40173131739275036)
(418, 0.40217130442471155)
(419, 0.40305338368974375)
(421, 0.4034965285233697)
(423, 0.40394177855810554)
(424, 0.4043880811933963)
(426, 0.4048364890297969)
(427, 0.40528594946675245)
(432, 0.40574067290648264)
(434, 0.4061975015473227)
(436, 0.40711536923122255)
(437, 0.40803534211623227)
(438, 0.40849638115929204)
(440, 0.4089595254034617)
(442, 0.4098900242940207)
(445, 0.410358431540965)
(446, 0.41082789138846426)
(448, 0.41129945643707333)
(450, 0.4117731266867923)
(456, 0.4122531125398408)
(457, 0.4127341509934443)
(460, 0.41321834724871254)
(462, 0.4141909501614688)
(466, 0.4146814620200666)
(467, 0.4151730264792194)
(468, 0.4156656435389271)
(476, 0.4161666814030743)
(480, 0.41667192966944117)
(482, 0.4181939900718714)
(485, 0.419725523879296)
(490, 0.4202412981512122)
(496, 0.4212854779017038)
(500, 0.4218117781791693)
(501, 0.42233913105718973)
(514, 0.42288016774242426)
(515, 0.42342225702821373)
(517, 0.4239664515151131)
(522, 0.4245159090047871)
(525, 0.42506852429612585)
(534, 0.425630612992459)
(542, 0.4262011224932316)
(543, 0.42734424669588666)
(556, 0.4290999844215116)
(557, 0.4296862829306082)
(564, 0.4302799496435893)
(567, 0.43087677415823517)
(569, 0.4314757038739909)
(572, 0.43207779139141145)
(574, 0.43268198410994185)
(579, 0.4332914398312469)
(582, 0.4345166668771866)
(585, 0.43513243820182124)
(593, 0.4363808224599694)
(597, 0.43826603005385084)
(605, 0.44017650006105064)
(608, 0.4408164811984487)
(618, 0.441466988341396)
(621, 0.4421206532860082)
(634, 0.44278800203783447)
(635, 0.44412480474259686)
(646, 0.4448047847010823)
(648, 0.4454868698606776)
(650, 0.44617106022138275)
(665, 0.44687103959041186)
(670, 0.44757628196221566)
(675, 0.4482867873367941)
(677, 0.4489993979124824)
(691, 0.4497267448959397)
(696, 0.4504593548821717)
(697, 0.4511930174689586)
(698, 0.4519277326563005)
(704, 0.45266876344697193)
(716, 0.45342242544430256)
(726, 0.4541866134471825)
(729, 0.45495395925172716)
(730, 0.4557223576568268)
(734, 0.45649496646414617)
(741, 0.45727494347535)
(745, 0.45805913088877365)
(746, 0.4588443709027522)
(747, 0.45963066351728565)
(749, 0.460419061332929)
(752, 0.46121061695023713)
(765, 0.46201585637475934)
(778, 0.46283477960649566)
(783, 0.46365896584100663)
(796, 0.4653347059244568)
(803, 0.4661799441700664)
(805, 0.46702728761678586)
(820, 0.4678904200718293)
(821, 0.46875460512742767)
(848, 0.46964721039800916)
(852, 0.47054402607081036)
(864, 0.47145347295027074)
(890, 0.47239028744415934)
(898, 0.4733355227424874)
(902, 0.4742849684430352)
(907, 0.4752396771463576)
(908, 0.476195438450235)
(922, 0.47716593616188135)
(925, 0.47813959167519254)
(934, 0.4791227205934981)
(947, 0.48011953331901774)
(971, 0.48114160845785575)
(986, 0.48217947260501776)
(989, 0.4832204945538445)
(1015, 0.4842888841170995)
(1034, 0.4853772730908982)
(1036, 0.4864677672658067)
(1046, 0.48756878744626453)
(1076, 0.4887013856433703)
(1077, 0.489835036441031)
(1084, 0.4909760554425762)
(1093, 0.4921265478491158)
(1102, 0.4932865136606498)
(1117, 0.4944622684805077)
(1125, 0.49683061972910253)
(1145, 0.4980358473644985)
(1153, 0.499249495804334)
(1160, 0.500470512448054)
(1171, 0.5029357029477024)
(1177, 0.5041746138008562)
(1195, 0.5054324714639987)
(1202, 0.5079629231980529)
(1223, 0.5092502536767336)
(1233, 0.5105481101609636)
(1337, 0.5119554371029064)
(1369, 0.5133964472626069)
(1374, 0.5148427204250822)
(1412, 0.5163289924086447)
(1455, 0.5178605262160694)
(1482, 0.5194204802384771)
(1511, 0.5210109596769779)
(1528, 0.5226193333249124)
(1582, 0.5242845474028133)
(1589, 0.5259571296845986)
(1595, 0.5276360275697136)
(1601, 0.5293212410581581)
(1609, 0.5310148753510422)
(1675, 0.5327779812805516)
(1711, 0.5345789808300386)
(1727, 0.5363968219884044)
(1772, 0.5382620301717422)
(1789, 0.5401451325645138)
(1822, 0.5420629707755981)
(1917, 0.5440808060394008)
(1936, 0.5461186407137473)
(1945, 0.5481659487930881)
(2032, 0.5503048331207079)
(2038, 0.5524500330516573)
(2112, 0.5546731254236716)
(2190, 0.5569783206389706)
(2228, 0.5593235146753569)
(2251, 0.5616929185245066)
(2299, 0.5641128472002931)
(2402, 0.5666411937332374)
(2509, 0.5692821685255594)
(2531, 0.5719463005300898)
(2577, 0.574658852160147)
(3048, 0.5778671786515768)
(3093, 0.5811228721679784)
(3223, 0.5845154037565211)
(3291, 0.5879795121827991)
(3307, 0.5914604622179559)
(3405, 0.595044567107496)
(3516, 0.5987455106586335)
(3670, 0.6026085546952302)
(3694, 0.6064968611451453)
(3732, 0.6104251664161479)
(3909, 0.6145397819853732)
(4159, 0.6189175476933313)
(4384, 0.6235321485261488)
(4401, 0.6281646435684002)
(4501, 0.6329023986661446)
(4604, 0.637748571621047)
(4639, 0.642631585595372)
(4702, 0.6475809134046576)
(4942, 0.6527828653471267)
(5369, 0.6584342777265513)
(5624, 0.6643541032474833)
(5817, 0.670477080675517)
(6787, 0.6776210806418338)
(6967, 0.6849545487080382)
(6970, 0.6922911745759074)
(7371, 0.7000498932663038)
(8440, 0.7089338419499216)
(8444, 0.7178220010357591)
(9326, 0.7276385538110457)
(16668, 0.7451832998606358)
(16931, 0.7630048798561728)
(20149, 0.7842137284374778)
(22352, 0.8077414560412959)
(23005, 0.8319565318074839)
(23927, 0.8571421052853182)
(39020, 0.8982145789387264)
(47976, 0.9487141431620966)
(48723, 1.0000000000000002)
