count,cumulative proportion,cumulative unique words
543, 0.42734424669588666, 34262
556, 0.4290999844215116, 34265
557, 0.4296862829306082, 34266
564, 0.4302799496435893, 34267
567, 0.43087677415823517, 34268
569, 0.4314757038739909, 34269
572, 0.43207779139141145, 34270
574, 0.43268198410994185, 34271
579, 0.4332914398312469, 34272
582, 0.4345166668771866, 34274
585, 0.43513243820182124, 34275
593, 0.4363808224599694, 34277
597, 0.43826603005385084, 34280
605, 0.44017650006105064, 34283
608, 0.4408164811984487, 34284
618, 0.441466988341396, 34285
621, 0.4421206532860082, 34286
634, 0.44278800203783447, 34287
635, 0.44412480474259686, 34289
646, 0.4448047847010823, 34290
648, 0.4454868698606776, 34291
650, 0.44617106022138275, 34292
665, 0.44687103959041186, 34293
670, 0.44757628196221566, 34294
675, 0.4482867873367941, 34295
677, 0.4489993979124824, 34296
691, 0.4497267448959397, 34297
696, 0.4504593548821717, 34298
697, 0.4511930174689586, 34299
698, 0.4519277326563005, 34300
704, 0.45266876344697193, 34301
716, 0.45342242544430256, 34302
726, 0.4541866134471825, 34303
729, 0.45495395925172716, 34304
730, 0.4557223576568268, 34305
734, 0.45649496646414617, 34306
741, 0.45727494347535, 34307
745, 0.45805913088877365, 34308
746, 0.4588443709027522, 34309
747, 0.45963066351728565, 34310
749, 0.460419061332929, 34311
752, 0.46121061695023713, 34312
765, 0.46201585637475934, 34313
778, 0.46283477960649566, 34314
783, 0.46365896584100663, 34315
796, 0.4653347059244568, 34317
803, 0.4661799441700664, 34318
805, 0.46702728761678586, 34319
820, 0.4678904200718293, 34320
821, 0.46875460512742767, 34321
848, 0.46964721039800916, 34322
852, 0.47054402607081036, 34323
864, 0.47145347295027074, 34324
890, 0.47239028744415934, 34325
898, 0.4733355227424874, 34326
902, 0.4742849684430352, 34327
907, 0.4752396771463576, 34328
908, 0.476195438450235, 34329
922, 0.47716593616188135, 34330
925, 0.47813959167519254, 34331
934, 0.4791227205934981, 34332
947, 0.48011953331901774, 34333
971, 0.48114160845785575, 34334
986, 0.48217947260501776, 34335
989, 0.4832204945538445, 34336
1015, 0.4842888841170995, 34337
1034, 0.4853772730908982, 34338
1036, 0.4864677672658067, 34339
1046, 0.48756878744626453, 34340
1076, 0.4887013856433703, 34341
1077, 0.489835036441031, 34342
1084, 0.4909760554425762, 34343
1093, 0.4921265478491158, 34344
1102, 0.4932865136606498, 34345
1117, 0.4944622684805077, 34346
1125, 0.49683061972910253, 34348
1145, 0.4980358473644985, 34349
1153, 0.499249495804334, 34350
1160, 0.500470512448054, 34351
1171, 0.5029357029477024, 34353
1177, 0.5041746138008562, 34354
1195, 0.5054324714639987, 34355
1202, 0.5079629231980529, 34357
1223, 0.5092502536767336, 34358
1233, 0.5105481101609636, 34359
1337, 0.5119554371029064, 34360
1369, 0.5133964472626069, 34361
1374, 0.5148427204250822, 34362
1412, 0.5163289924086447, 34363
1455, 0.5178605262160694, 34364
1482, 0.5194204802384771, 34365
1511, 0.5210109596769779, 34366
1528, 0.5226193333249124, 34367
1582, 0.5242845474028133, 34368
1589, 0.5259571296845986, 34369
1595, 0.5276360275697136, 34370
1601, 0.5293212410581581, 34371
1609, 0.5310148753510422, 34372
1675, 0.5327779812805516, 34373
1711, 0.5345789808300386, 34374
1727, 0.5363968219884044, 34375
1772, 0.5382620301717422, 34376
1789, 0.5401451325645138, 34377
1822, 0.5420629707755981, 34378
1917, 0.5440808060394008, 34379
1936, 0.5461186407137473, 34380
1945, 0.5481659487930881, 34381
2032, 0.5503048331207079, 34382
2038, 0.5524500330516573, 34383
2112, 0.5546731254236716, 34384
2190, 0.5569783206389706, 34385
2228, 0.5593235146753569, 34386
2251, 0.5616929185245066, 34387
2299, 0.5641128472002931, 34388
2402, 0.5666411937332374, 34389
2509, 0.5692821685255594, 34390
2531, 0.5719463005300898, 34391
2577, 0.574658852160147, 34392
3048, 0.5778671786515768, 34393
3093, 0.5811228721679784, 34394
3223, 0.5845154037565211, 34395
3291, 0.5879795121827991, 34396
3307, 0.5914604622179559, 34397
3405, 0.595044567107496, 34398
3516, 0.5987455106586335, 34399
3670, 0.6026085546952302, 34400
3694, 0.6064968611451453, 34401
3732, 0.6104251664161479, 34402
3909, 0.6145397819853732, 34403
4159, 0.6189175476933313, 34404
4384, 0.6235321485261488, 34405
4401, 0.6281646435684002, 34406
4501, 0.6329023986661446, 34407
4604, 0.637748571621047, 34408
4639, 0.642631585595372, 34409
4702, 0.6475809134046576, 34410
4942, 0.6527828653471267, 34411
5369, 0.6584342777265513, 34412
5624, 0.6643541032474833, 34413
5817, 0.670477080675517, 34414
6787, 0.6776210806418338, 34415
6967, 0.6849545487080382, 34416
6970, 0.6922911745759074, 34417
7371, 0.7000498932663038, 34418
8440, 0.7089338419499216, 34419
8444, 0.7178220010357591, 34420
9326, 0.7276385538110457, 34421
16668, 0.7451832998606358, 34422
16931, 0.7630048798561728, 34423
20149, 0.7842137284374778, 34424
22352, 0.8077414560412959, 34425
23005, 0.8319565318074839, 34426
23927, 0.8571421052853182, 34427
39020, 0.8982145789387264, 34428
47976, 0.9487141431620966, 34429
48723, 1.0000000000000002, 34430
